,method,auc,xmin,xmax,x_occluded_fraction,f_remaining,imputer_pf,auc_diff,auc_normalized,auc_diff_normalized,auc_baseline,model,n_superpixel,identifier_exp
247,ig,0.09919141495832028,0.0,0.8884590906675167,"[0.00000000e+00 1.79368622e-04 5.37507972e-04 1.07501594e-03
 1.97006537e-03 3.58258929e-03 6.80703922e-03 1.25346779e-02
 2.30925808e-02 4.25893521e-02 7.83240327e-02 1.43858086e-01
 2.64093458e-01 4.83904988e-01 8.88459091e-01]","[7.59501803e-01 7.53042217e-01 7.56375306e-01 7.43520450e-01
 7.29530649e-01 7.13043646e-01 6.87615553e-01 6.39919263e-01
 5.92325700e-01 5.20643947e-01 3.93790156e-01 2.51624563e-01
 1.06944239e-01 7.35108934e-03 2.64966615e-04]",TrainSet,0.00029480610243748373,1.0029809525912774,0.002980952591277324,0.09889660885588279,timm_resnet50,5000,35
78,ig,0.09967689395673197,0.0,1.0,"[0.         0.00200986 0.00403792 0.00609023 0.01014416 0.01823754
 0.0283908  0.04463389 0.06901985 0.1098383  0.17137443 0.27068977
 0.42299081 0.66376873 1.        ]","[0.69059197 0.67315194 0.65728759 0.649653   0.63983851 0.61022784
 0.58696684 0.53886196 0.47176875 0.36139888 0.21035491 0.09063881
 0.01796978 0.00093857 0.00090792]",ColorHistogram,-0.01817890927187163,0.8457529559523667,-0.15424704404763334,0.1178558032286036,ResNet50,500,11
115,ig,0.0999185510731686,0.0,0.8885463169642855,"[0.00000000e+00 1.79368622e-04 5.36910077e-04 1.07501594e-03
 1.96946747e-03 3.57780612e-03 6.79567921e-03 1.25181362e-02
 2.30661405e-02 4.25486288e-02 7.82750717e-02 1.43738308e-01
 2.63911365e-01 4.83869513e-01 8.88546317e-01]","[6.90591972e-01 6.87290094e-01 6.81877341e-01 6.67988399e-01
 6.59911207e-01 6.48827130e-01 6.20587048e-01 5.79552750e-01
 5.12735283e-01 4.37030428e-01 3.38137903e-01 2.13467288e-01
 1.23020308e-01 3.62099260e-02 4.59671137e-04]",ColorHistogram,0.0018923618165766765,1.0193046555306078,0.019304655530607822,0.09802618925659193,ResNet50,5000,16
79,input_x_gradients,0.10146260267153548,0.0,1.0,"[0.         0.00204965 0.00410236 0.00613753 0.0102466  0.01839053
 0.02856572 0.04487929 0.06939739 0.11027776 0.17190888 0.27089658
 0.42265552 0.66296888 1.        ]","[6.90591972e-01 6.77903093e-01 6.77807859e-01 6.66662106e-01
 6.61035394e-01 6.38997443e-01 6.16278416e-01 5.53177979e-01
 4.84979789e-01 3.79515403e-01 2.13286166e-01 9.15122997e-02
 1.24726260e-02 2.25751040e-04 8.84969281e-04]",ColorHistogram,-0.016393200557068124,0.8609045960573497,-0.13909540394265027,0.1178558032286036,ResNet50,500,11
248,input_x_gradients,0.10487314962538694,0.0,0.8885509672619049,"[0.00000000e+00 1.79368622e-04 5.36910077e-04 1.07441805e-03
 1.96886958e-03 3.58019770e-03 6.79853582e-03 1.25233844e-02
 2.30774341e-02 4.25686251e-02 7.82953338e-02 1.43778168e-01
 2.64024567e-01 4.83971686e-01 8.88550967e-01]","[7.59501803e-01 7.58709051e-01 7.54072549e-01 7.47582138e-01
 7.32535001e-01 7.11781444e-01 6.76036046e-01 6.45431874e-01
 6.10262918e-01 5.49127764e-01 4.46674707e-01 2.71816717e-01
 1.11745459e-01 5.11887112e-03 1.73034854e-04]",TrainSet,0.005976540769504143,1.0604322113634197,0.0604322113634196,0.09889660885588279,timm_resnet50,5000,35
122,random,0.1068734923110633,0.0,0.8894600340136048,"[0.00000000e+00 1.63823342e-04 5.05221620e-04 1.02060746e-03
 1.88994739e-03 3.45437394e-03 6.62023012e-03 1.22546636e-02
 2.26737883e-02 4.19785023e-02 7.74672486e-02 1.42683355e-01
 2.62830105e-01 4.83788797e-01 8.89460034e-01]","[6.90591972e-01 6.89056653e-01 6.87645081e-01 6.86574307e-01
 6.80621475e-01 6.75255943e-01 6.55643398e-01 6.24404393e-01
 5.76852321e-01 4.97133873e-01 3.95447565e-01 2.72883498e-01
 1.33375082e-01 1.71878213e-02 1.08894182e-04]",ConstantValueImputer,0.0,1.0,0.0,0.1068734923110633,ResNet50,5000,17
80,random,0.1178558032286036,0.0,1.0,"[0.         0.00202241 0.00402975 0.00609448 0.01016808 0.01839512
 0.02867447 0.04512582 0.06981399 0.11098752 0.17285342 0.27210433
 0.42348088 0.66188377 1.        ]","[6.90591972e-01 6.85634372e-01 6.76833471e-01 6.76315525e-01
 6.76491211e-01 6.54709599e-01 6.44289060e-01 6.01410893e-01
 5.41917136e-01 4.42688860e-01 2.83470446e-01 1.15997401e-01
 1.47486365e-02 2.49096119e-04 8.88716956e-04]",ColorHistogram,0.0,1.0,0.0,0.1178558032286036,ResNet50,500,11
87,random,0.12085103538839227,0.0,1.0,"[0.         0.00200328 0.00401905 0.00605768 0.0101314  0.01831639
 0.02859043 0.04502976 0.0696414  0.11084974 0.17290019 0.27214591
 0.42333705 0.66192509 1.        ]","[6.90591972e-01 6.86999166e-01 6.86926617e-01 6.94143190e-01
 6.93909204e-01 6.95651394e-01 6.64503324e-01 6.09755578e-01
 5.60179677e-01 4.73790089e-01 2.88457031e-01 1.10097902e-01
 1.59007830e-02 6.18441258e-05 8.07169274e-04]",ConstantValueImputer,0.0,1.0,0.0,0.12085103538839227,ResNet50,500,12
252,random,0.14428332880860295,0.0,0.8894428279124149,"[0.00000000e+00 1.67410714e-04 5.10004783e-04 1.02539063e-03
 1.89712213e-03 3.46779337e-03 6.63165657e-03 1.22784465e-02
 2.27173682e-02 4.20293899e-02 7.75035874e-02 1.42738095e-01
 2.62845318e-01 4.83834170e-01 8.89442828e-01]","[0.7595018  0.7582798  0.75501945 0.75239403 0.75679877 0.74882691
 0.74003962 0.73068472 0.69559902 0.61123943 0.47345295 0.37220437
 0.20973369 0.03162027 0.00121591]",ColorHistogram,0.0,1.0,0.0,0.14428332880860295,timm_resnet50,5000,36
253,ig_nt,0.1454348801817081,0.0,0.8883259592899663,"[0.00000000e+00 1.79368622e-04 5.37507972e-04 1.07548097e-03
 1.96993250e-03 3.58305432e-03 6.80909864e-03 1.25413212e-02
 2.31074617e-02 4.26263552e-02 7.84068080e-02 1.43984641e-01
 2.64306973e-01 4.83820286e-01 8.88325959e-01]","[0.7595018  0.75987487 0.75455904 0.74801855 0.74178131 0.72855427
 0.71439633 0.67972355 0.63337576 0.527495   0.40913359 0.28888848
 0.19464203 0.08704121 0.00458143]",ColorHistogram,0.0011515513731051585,1.0079811810734747,0.007981181073474767,0.14428332880860295,timm_resnet50,5000,36
